index_no,model,simulation,observer,scenario,run,step,time,agent_name,selected_predictor,predictor_fitness,predictor_prediction,my_play
1469,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,146,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
1470,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,147,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,2,NOT GOING
1471,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,147,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,2,NOT GOING
1472,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,147,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
1473,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,147,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
1474,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,147,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,2,GOING
1475,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,147,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
1476,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,147,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
1477,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,147,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,4,GOING
1478,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,147,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
1479,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,147,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,4,GOING
1480,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,148,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
1481,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,148,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
1482,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,148,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
1483,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,148,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,4,NOT GOING
1484,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,148,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
1485,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,148,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
1486,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,148,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
1487,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,148,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
1488,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,148,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
1489,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,148,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
1490,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,149,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
1491,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,149,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
1492,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,149,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
1493,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,149,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
1494,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,149,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
1495,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,149,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
1496,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,149,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
1497,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,149,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
1498,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,149,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
1499,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,149,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
1500,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,150,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
1501,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,150,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
1502,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,150,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
1503,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,150,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
1504,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,150,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
1505,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,150,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
1506,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,150,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
1507,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,150,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
1508,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,150,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
1509,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,150,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
1510,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,151,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,4,NOT GOING
1511,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,151,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,4,NOT GOING
1512,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,151,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
1513,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,151,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
1514,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,151,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,4,NOT GOING
1515,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,151,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
1516,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,151,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
1517,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,151,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
1518,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,151,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
1519,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,151,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
1520,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,152,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
1521,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,152,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
1522,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,152,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
1523,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,152,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
1524,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,152,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
1525,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,152,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
1526,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,152,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
1527,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,152,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
1528,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,152,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
1529,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,152,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
1530,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,153,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
1531,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,153,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
1532,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,153,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
1533,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,153,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
1534,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,153,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
1535,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,153,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
1536,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,153,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
1537,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,153,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
1538,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,153,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
1539,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,153,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
1540,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,154,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
1541,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,154,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
1542,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,154,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
1543,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,154,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
1544,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,154,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
1545,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,154,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
1546,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,154,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
1547,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,154,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,2,GOING
1548,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,154,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
1549,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,154,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,2,GOING
1550,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,155,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
1551,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,155,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
1552,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,155,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
1553,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,155,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,2,GOING
1554,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,155,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
1555,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,155,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
1556,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,155,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
1557,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,155,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,2,GOING
1558,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,155,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
1559,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,155,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,2,GOING
1560,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,156,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
1561,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,156,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
1562,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,156,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
1563,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,156,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,2,GOING
1564,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,156,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
1565,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,156,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
1566,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,156,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
1567,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,156,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
1568,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,156,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
1569,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,156,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
1570,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,157,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
1571,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,157,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
1572,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,157,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,2,GOING
1573,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,157,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
1574,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,157,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
1575,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,157,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
1576,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,157,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
1577,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,157,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
1578,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,157,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
1579,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,157,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
1580,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,158,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,2,NOT GOING
1581,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,158,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,2,NOT GOING
1582,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,158,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
1583,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,158,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
1584,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,158,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,2,GOING
1585,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,158,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
1586,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,158,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
1587,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,158,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,4,GOING
1588,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,158,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
1589,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,158,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,4,GOING
1590,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,159,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,2,NOT GOING
1591,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,159,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,2,NOT GOING
1592,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,159,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
1593,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,159,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,4,NOT GOING
1594,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,159,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,2,GOING
1595,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,159,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
1596,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,159,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
1597,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,159,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
1598,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,159,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
1599,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,159,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
1600,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,160,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
1601,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,160,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
1602,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,160,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
1603,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,160,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
1604,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,160,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
1605,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,160,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
1606,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,160,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
1607,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,160,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
1608,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,160,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
1609,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,160,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
1610,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,161,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
1611,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,161,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
1612,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,161,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
1613,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,161,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
1614,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,161,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
1615,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,161,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
1616,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,161,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
1617,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,161,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
1618,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,161,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
1619,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,161,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
1620,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,162,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,4,NOT GOING
1621,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,162,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,4,NOT GOING
1622,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,162,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
1623,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,162,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
1624,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,162,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,4,NOT GOING
