index_no,model,simulation,observer,scenario,run,step,time,agent_name,selected_predictor,predictor_fitness,predictor_prediction,my_play
7258,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,225,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
7259,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,225,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
7260,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,226,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,2,NOT GOING
7261,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,226,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,2,NOT GOING
7262,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,226,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
7263,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,226,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
7264,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,226,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,2,GOING
7265,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,226,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
7266,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,226,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
7267,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,226,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,4,GOING
7268,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,226,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
7269,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,226,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,4,GOING
7270,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,227,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,2,NOT GOING
7271,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,227,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,2,NOT GOING
7272,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,227,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
7273,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,227,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,4,NOT GOING
7274,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,227,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,2,GOING
7275,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,227,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
7276,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,227,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
7277,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,227,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
7278,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,227,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
7279,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,227,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
7280,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,228,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
7281,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,228,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
7282,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,228,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
7283,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,228,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
7284,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,228,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
7285,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,228,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
7286,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,228,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
7287,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,228,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
7288,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,228,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
7289,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,228,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
7290,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,229,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
7291,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,229,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
7292,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,229,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
7293,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,229,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
7294,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,229,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
7295,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,229,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
7296,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,229,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
7297,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,229,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
7298,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,229,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
7299,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,229,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
7300,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,230,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,4,NOT GOING
7301,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,230,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,4,NOT GOING
7302,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,230,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
7303,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,230,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
7304,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,230,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,4,NOT GOING
7305,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,230,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
7306,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,230,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
7307,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,230,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
7308,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,230,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
7309,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,230,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
7310,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,231,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
7311,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,231,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
7312,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,231,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
7313,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,231,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
7314,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,231,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
7315,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,231,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
7316,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,231,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
7317,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,231,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
7318,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,231,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
7319,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,231,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
7320,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,232,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
7321,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,232,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
7322,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,232,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
7323,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,232,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
7324,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,232,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
7325,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,232,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
7326,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,232,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
7327,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,232,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
7328,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,232,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
7329,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,232,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
7330,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,233,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
7331,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,233,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
7332,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,233,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
7333,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,233,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
7334,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,233,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
7335,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,233,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
7336,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,233,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
7337,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,233,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
7338,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,233,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
7339,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,233,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
7340,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,234,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
7341,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,234,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
7342,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,234,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
7343,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,234,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
7344,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,234,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
7345,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,234,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
7346,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,234,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
7347,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,234,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
7348,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,234,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
7349,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,234,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
7350,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,235,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
7351,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,235,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
7352,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,235,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
7353,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,235,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
7354,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,235,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
7355,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,235,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
7356,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,235,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
7357,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,235,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
7358,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,235,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
7359,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,235,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
7360,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,236,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
7361,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,236,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
7362,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,236,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
7363,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,236,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
7364,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,236,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
7365,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,236,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
7366,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,236,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
7367,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,236,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
7368,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,236,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
7369,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,236,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
7370,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,237,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
7371,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,237,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
7372,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,237,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
7373,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,237,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
7374,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,237,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
7375,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,237,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
7376,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,237,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
7377,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,237,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
7378,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,237,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
7379,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,237,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
7380,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,238,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
7381,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,238,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
7382,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,238,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
7383,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,238,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
7384,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,238,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
7385,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,238,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
7386,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,238,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
7387,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,238,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
7388,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,238,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
7389,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,238,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
7390,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,239,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
7391,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,239,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
7392,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,239,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
7393,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,239,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
7394,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,239,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
7395,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,239,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
7396,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,239,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
7397,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,239,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
7398,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,239,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
7399,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,239,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
7400,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,240,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
7401,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,240,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
7402,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,240,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
7403,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,240,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
7404,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,240,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
7405,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,240,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
7406,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,240,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
7407,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,240,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
7408,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,240,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
7409,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,240,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
7410,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,241,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
7411,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,241,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
7412,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,241,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
7413,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,1,241,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
